
cardio_bp,4671425747,0.1382
cardio_bs,3144461757,0.1528
cardio_tp,2055376041,0.0625
cardio_ts,1961824965,0.1007
gasId_bp,26976191700,0.7486
gasId_bs,4759733797,0.1924
gasId_tp,11098521145,0.3208
gasId_ts,3400587197,0.1406
Har_bp,2939539015,0.0880
Har_bs,2955960134,0.1205
Har_tp,1458104219,0.0438
Har_ts,2316894768,0.0980
pendigits_bp,4294613522,0.1291
pendigits_bs,3468054362,0.1301
pendigits_tp,2996833797,0.0918
pendigits_ts,3129824032,0.1190
winequality_red_bp,2782322518,0.0856
winequality_red_bs,2960721474,0.1195
winequality_red_tp,1341728836,0.0416
winequality_red_ts,2245833484,0.0932
winequality_white_bp,2600214127,0.0806
winequality_white_bs,2973429876,0.1194
winequality_white_tp,1048943107,0.0329
winequality_white_ts,2175020456,0.0909
